Nama Asuransi,kategori,produk_id,user_id,Rating,Premi Asuransi
Allianz Asuransi Rumahku Plus,Properti,P0720,U0063,3.9,100000
BCA Asuransi Rumah Tinggal,Properti,P0721,U0096,5,774000
BCA Asuransi Properti Komersial,Properti,P0722,U0091,4,774000
BCA Asuransi Kebakaran,Properti,P0723,U0095,3.8,769000
Asuransi Simas Ruko,Properti,P0724,U0191,3.3,200000
Simas Rumah Hemat Plus,Properti,P0725,U0046,3.4,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0726,U0004,3.9,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0727,U0136,3.7,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0728,U0037,3.1,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0729,U0196,4.9,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0730,U0174,4.9,100000
BCA Asuransi Rumah Tinggal,Properti,P0731,U0081,4.8,774000
BCA Asuransi Properti Komersial,Properti,P0732,U0021,3.5,774000
BCA Asuransi Kebakaran,Properti,P0733,U0046,2.9,769000
Asuransi Simas Ruko,Properti,P0734,U0130,3.8,200000
Simas Rumah Hemat Plus,Properti,P0735,U0188,3.2,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0736,U0135,4,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0737,U0053,4.7,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0738,U0143,4.4,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0739,U0091,3.5,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0740,U0021,4.2,100000
BCA Asuransi Rumah Tinggal,Properti,P0741,U0125,4.9,774000
BCA Asuransi Properti Komersial,Properti,P0742,U0164,4.3,774000
BCA Asuransi Kebakaran,Properti,P0743,U0150,4.4,769000
Asuransi Simas Ruko,Properti,P0744,U0156,4.1,200000
Simas Rumah Hemat Plus,Properti,P0745,U0122,3.7,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0746,U0105,3.8,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0747,U0187,3.3,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0748,U0185,4.5,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0749,U0064,3.8,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0750,U0077,3.2,100000
BCA Asuransi Rumah Tinggal,Properti,P0751,U0139,4.5,774000
BCA Asuransi Properti Komersial,Properti,P0752,U0108,2.9,774000
BCA Asuransi Kebakaran,Properti,P0753,U0096,3.7,769000
Asuransi Simas Ruko,Properti,P0754,U0052,3.5,200000
Simas Rumah Hemat Plus,Properti,P0755,U0059,3.7,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0756,U0154,4.3,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0757,U0198,4,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0758,U0109,3.8,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0759,U0138,3.7,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0760,U0176,3.8,100000
BCA Asuransi Rumah Tinggal,Properti,P0761,U0134,5,774000
BCA Asuransi Properti Komersial,Properti,P0762,U0036,3.6,774000
BCA Asuransi Kebakaran,Properti,P0763,U0089,2.9,769000
Asuransi Simas Ruko,Properti,P0764,U0056,4.6,200000
Simas Rumah Hemat Plus,Properti,P0765,U0185,5,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0766,U0030,3.2,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0767,U0148,5,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0768,U0047,3.2,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0769,U0190,2.8,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0770,U0163,4.7,100000
BCA Asuransi Rumah Tinggal,Properti,P0771,U0066,3.3,774000
BCA Asuransi Properti Komersial,Properti,P0772,U0048,3.9,774000
BCA Asuransi Kebakaran,Properti,P0773,U0077,4.7,769000
Asuransi Simas Ruko,Properti,P0774,U0108,3.6,200000
Simas Rumah Hemat Plus,Properti,P0775,U0097,3,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0776,U0098,4.3,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0777,U0191,3.3,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0778,U0096,4.5,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0779,U0013,4.6,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0780,U0099,4.4,100000
BCA Asuransi Rumah Tinggal,Properti,P0781,U0088,4.2,774000
BCA Asuransi Properti Komersial,Properti,P0782,U0001,4.6,774000
BCA Asuransi Kebakaran,Properti,P0783,U0031,3.7,769000
Asuransi Simas Ruko,Properti,P0784,U0149,3.9,200000
Simas Rumah Hemat Plus,Properti,P0785,U0187,4.7,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0786,U0197,5,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0787,U0010,4.7,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0788,U0098,2.8,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0789,U0057,4.3,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0790,U0199,4.3,100000
BCA Asuransi Rumah Tinggal,Properti,P0791,U0190,3.7,774000
BCA Asuransi Properti Komersial,Properti,P0792,U0107,3.5,774000
BCA Asuransi Kebakaran,Properti,P0793,U0049,5,769000
Asuransi Simas Ruko,Properti,P0794,U0123,4,200000
Simas Rumah Hemat Plus,Properti,P0795,U0086,4.6,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0796,U0042,3.6,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0797,U0091,3.7,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0798,U0185,4.4,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0799,U0087,4.3,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0800,U0145,4.7,100000
BCA Asuransi Rumah Tinggal,Properti,P0801,U0074,4.7,774000
BCA Asuransi Properti Komersial,Properti,P0802,U0117,5,774000
BCA Asuransi Kebakaran,Properti,P0803,U0033,3.2,769000
Asuransi Simas Ruko,Properti,P0804,U0150,3.8,200000
Simas Rumah Hemat Plus,Properti,P0805,U0194,4,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0806,U0157,5,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0807,U0158,4.1,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0808,U0034,3.4,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0809,U0073,3.8,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0810,U0095,3.7,100000
BCA Asuransi Rumah Tinggal,Properti,P0811,U0015,3.1,774000
BCA Asuransi Properti Komersial,Properti,P0812,U0060,4.5,774000
BCA Asuransi Kebakaran,Properti,P0813,U0112,4.7,769000
Asuransi Simas Ruko,Properti,P0814,U0157,4.9,200000
Simas Rumah Hemat Plus,Properti,P0815,U0033,4.6,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0816,U0170,3.9,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0817,U0196,3.9,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0818,U0182,4.4,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0819,U0184,2.7,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0820,U0172,4.5,100000
BCA Asuransi Rumah Tinggal,Properti,P0821,U0196,4,774000
BCA Asuransi Properti Komersial,Properti,P0822,U0101,5,774000
BCA Asuransi Kebakaran,Properti,P0823,U0132,3.7,769000
Asuransi Simas Ruko,Properti,P0824,U0080,4.4,200000
Simas Rumah Hemat Plus,Properti,P0825,U0005,4.2,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0826,U0122,4.1,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0827,U0196,3.4,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0828,U0056,3.4,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0829,U0115,3.6,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0830,U0076,4.1,100000
BCA Asuransi Rumah Tinggal,Properti,P0831,U0019,2.3,774000
BCA Asuransi Properti Komersial,Properti,P0832,U0131,3.4,774000
BCA Asuransi Kebakaran,Properti,P0833,U0003,3.8,769000
Asuransi Simas Ruko,Properti,P0834,U0020,5,200000
Simas Rumah Hemat Plus,Properti,P0835,U0028,3.9,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0836,U0033,4.3,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0837,U0002,3.9,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0838,U0077,4.4,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0839,U0006,4.3,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0840,U0063,4.5,100000
BCA Asuransi Rumah Tinggal,Properti,P0841,U0081,4.1,774000
BCA Asuransi Properti Komersial,Properti,P0842,U0174,3.5,774000
BCA Asuransi Kebakaran,Properti,P0843,U0089,4.5,769000
Asuransi Simas Ruko,Properti,P0844,U0085,5,200000
Simas Rumah Hemat Plus,Properti,P0845,U0044,2.7,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0846,U0179,3.7,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0847,U0016,3.6,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0848,U0023,2.9,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0849,U0151,3.9,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0850,U0124,2.1,100000
BCA Asuransi Rumah Tinggal,Properti,P0851,U0162,4,774000
BCA Asuransi Properti Komersial,Properti,P0852,U0120,4,774000
BCA Asuransi Kebakaran,Properti,P0853,U0055,5,769000
Asuransi Simas Ruko,Properti,P0854,U0034,5,200000
Simas Rumah Hemat Plus,Properti,P0855,U0127,3.9,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0856,U0188,3.2,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0857,U0118,4.5,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0858,U0159,4.4,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0859,U0018,3.5,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0860,U0051,3,100000
BCA Asuransi Rumah Tinggal,Properti,P0861,U0184,4.7,774000
BCA Asuransi Properti Komersial,Properti,P0862,U0102,4.6,774000
BCA Asuransi Kebakaran,Properti,P0863,U0017,3.9,769000
Asuransi Simas Ruko,Properti,P0864,U0163,4.9,200000
Simas Rumah Hemat Plus,Properti,P0865,U0113,4.8,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0866,U0013,5,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0867,U0157,3.7,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0868,U0117,4.8,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0869,U0156,4,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0870,U0124,3.2,100000
BCA Asuransi Rumah Tinggal,Properti,P0871,U0133,3.5,774000
BCA Asuransi Properti Komersial,Properti,P0872,U0069,3.4,774000
BCA Asuransi Kebakaran,Properti,P0873,U0004,4,769000
Asuransi Simas Ruko,Properti,P0874,U0181,4.9,200000
Simas Rumah Hemat Plus,Properti,P0875,U0038,3.8,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0876,U0001,4.2,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0877,U0183,5,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0878,U0080,3.2,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0879,U0034,3.1,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0880,U0190,3.3,100000
BCA Asuransi Rumah Tinggal,Properti,P0881,U0144,4.3,774000
BCA Asuransi Properti Komersial,Properti,P0882,U0150,4.6,774000
BCA Asuransi Kebakaran,Properti,P0883,U0128,4.4,769000
Asuransi Simas Ruko,Properti,P0884,U0152,4.5,200000
Simas Rumah Hemat Plus,Properti,P0885,U0007,4.6,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0886,U0092,4.3,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0887,U0016,4.4,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0888,U0016,4.2,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0889,U0055,3.5,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0890,U0120,4.2,100000
BCA Asuransi Rumah Tinggal,Properti,P0891,U0172,4.2,774000
BCA Asuransi Properti Komersial,Properti,P0892,U0114,3.6,774000
BCA Asuransi Kebakaran,Properti,P0893,U0183,4.7,769000
Asuransi Simas Ruko,Properti,P0894,U0074,4.6,200000
Simas Rumah Hemat Plus,Properti,P0895,U0062,4.3,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0896,U0183,3.4,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0897,U0093,3.3,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0898,U0009,3.3,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0899,U0075,3.8,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0900,U0033,4,100000
BCA Asuransi Rumah Tinggal,Properti,P0901,U0026,4,774000
BCA Asuransi Properti Komersial,Properti,P0902,U0165,2.3,774000
BCA Asuransi Kebakaran,Properti,P0903,U0193,3.6,769000
Asuransi Simas Ruko,Properti,P0904,U0061,3.5,200000
Simas Rumah Hemat Plus,Properti,P0905,U0186,5,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0906,U0011,5,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0907,U0057,3.6,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0908,U0161,3.8,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0909,U0069,3.7,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0910,U0034,5,100000
BCA Asuransi Rumah Tinggal,Properti,P0911,U0094,4.5,774000
BCA Asuransi Properti Komersial,Properti,P0912,U0048,4.3,774000
BCA Asuransi Kebakaran,Properti,P0913,U0029,3.7,769000
Asuransi Simas Ruko,Properti,P0914,U0011,4.2,200000
Simas Rumah Hemat Plus,Properti,P0915,U0117,4.8,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0916,U0006,3.3,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0917,U0160,2.8,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0918,U0053,3.5,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0919,U0107,4.8,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0920,U0129,4.3,100000
BCA Asuransi Rumah Tinggal,Properti,P0921,U0183,4.6,774000
BCA Asuransi Properti Komersial,Properti,P0922,U0079,4.3,774000
BCA Asuransi Kebakaran,Properti,P0923,U0095,5,769000
Asuransi Simas Ruko,Properti,P0924,U0165,4.5,200000
Simas Rumah Hemat Plus,Properti,P0925,U0093,3.3,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0926,U0014,3.8,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0927,U0147,4.2,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0928,U0123,3.9,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0929,U0171,4.8,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0930,U0178,3.4,100000
BCA Asuransi Rumah Tinggal,Properti,P0931,U0187,4.9,774000
BCA Asuransi Properti Komersial,Properti,P0932,U0028,4.6,774000
BCA Asuransi Kebakaran,Properti,P0933,U0166,3.6,769000
Asuransi Simas Ruko,Properti,P0934,U0025,4.3,200000
Simas Rumah Hemat Plus,Properti,P0935,U0104,4.3,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0936,U0126,2.8,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0937,U0180,4.9,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0938,U0200,4.9,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0939,U0074,3.3,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0940,U0146,3.5,100000
BCA Asuransi Rumah Tinggal,Properti,P0941,U0020,3.9,774000
BCA Asuransi Properti Komersial,Properti,P0942,U0094,3.2,774000
BCA Asuransi Kebakaran,Properti,P0943,U0006,3,769000
Asuransi Simas Ruko,Properti,P0944,U0136,3.6,200000
Simas Rumah Hemat Plus,Properti,P0945,U0037,3.1,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0946,U0147,4.5,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0947,U0189,5,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0948,U0096,4,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0949,U0116,4.3,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0950,U0150,4.8,100000
BCA Asuransi Rumah Tinggal,Properti,P0951,U0038,3.9,774000
BCA Asuransi Properti Komersial,Properti,P0952,U0007,5,774000
BCA Asuransi Kebakaran,Properti,P0953,U0025,3.3,769000
Asuransi Simas Ruko,Properti,P0954,U0120,4.1,200000
Simas Rumah Hemat Plus,Properti,P0955,U0096,4.3,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0956,U0035,2.9,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0957,U0154,3.5,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0958,U0004,3.7,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0959,U0192,4.9,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0960,U0027,4.8,100000
BCA Asuransi Rumah Tinggal,Properti,P0961,U0052,4.8,774000
BCA Asuransi Properti Komersial,Properti,P0962,U0044,3.3,774000
BCA Asuransi Kebakaran,Properti,P0963,U0154,4.4,769000
Asuransi Simas Ruko,Properti,P0964,U0147,3.9,200000
Simas Rumah Hemat Plus,Properti,P0965,U0085,3.9,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0966,U0119,3.6,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0967,U0018,4.2,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0968,U0123,5,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0969,U0174,3.7,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0970,U0047,4.2,100000
BCA Asuransi Rumah Tinggal,Properti,P0971,U0147,4.3,774000
BCA Asuransi Properti Komersial,Properti,P0972,U0147,4.4,774000
BCA Asuransi Kebakaran,Properti,P0973,U0155,2.7,769000
Asuransi Simas Ruko,Properti,P0974,U0098,4.5,200000
Simas Rumah Hemat Plus,Properti,P0975,U0126,5,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0976,U0071,4.8,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0977,U0025,3.2,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0978,U0105,4.9,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0979,U0193,3.6,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0980,U0189,4.6,100000
BCA Asuransi Rumah Tinggal,Properti,P0981,U0186,2.8,774000
BCA Asuransi Properti Komersial,Properti,P0982,U0094,4.1,774000
BCA Asuransi Kebakaran,Properti,P0983,U0149,3.8,769000
Asuransi Simas Ruko,Properti,P0984,U0173,4.7,200000
Simas Rumah Hemat Plus,Properti,P0985,U0026,4.6,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0986,U0156,4.1,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0987,U0186,3.9,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0988,U0177,4.2,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0989,U0170,4.5,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0990,U0135,2.7,100000
BCA Asuransi Rumah Tinggal,Properti,P0991,U0175,4.8,774000
BCA Asuransi Properti Komersial,Properti,P0992,U0175,3.8,774000
BCA Asuransi Kebakaran,Properti,P0993,U0055,4.3,769000
Asuransi Simas Ruko,Properti,P0994,U0199,3.3,200000
Simas Rumah Hemat Plus,Properti,P0995,U0177,4.8,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0996,U0088,3.5,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0997,U0166,3.5,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0998,U0171,3.4,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0999,U0054,4.3,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P1000,U0175,4.5,100000
