Nama Asuransi,kategori,produk_id,user_id,Rating,Premi Asuransi
ACA Otomate Smart,Kendaraan,P0728,U0062,4.4,306000
ACA Otomate Solitaire,Kendaraan,P0729,U0044,3.2,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0730,U0193,4.6,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0731,U0119,4.2,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0732,U0050,4.2,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0733,U0107,4.6,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0734,U0020,4,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0735,U0160,3.5,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0736,U0035,3.8,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0737,U0157,3.3,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0738,U0044,4.5,3377700
MAG Asuransi TLO,Kendaraan,P0739,U0166,4,420000
MAG Asuransi All risk,Kendaraan,P0740,U0059,3.1,2316000
Alliannz Asuransi TLO,Kendaraan,P0741,U0094,4.8,466800
Allianz Asuransi All risk,Kendaraan,P0742,U0088,2.6,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0743,U0153,4,432000
Tokio Marine Asuransi All risk,Kendaraan,P0744,U0115,3.2,2460000
Insureka Asuransi Mobil,Kendaraan,P0745,U0023,3.6,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0746,U0123,3,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0747,U0161,5,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0748,U0013,5,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0749,U0019,5,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0750,U0137,4,1030320
ACA Otomate,Kendaraan,P0751,U0021,4.7,366000
ACA Otomate Smart,Kendaraan,P0752,U0183,4.2,306000
ACA Otomate Solitaire,Kendaraan,P0753,U0131,3.9,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0754,U0094,4.3,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0755,U0044,4.4,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0756,U0093,3,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0757,U0003,4.2,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0758,U0180,3.3,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0759,U0160,4.2,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0760,U0177,4.2,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0761,U0108,4.6,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0762,U0155,3.4,3377700
MAG Asuransi TLO,Kendaraan,P0763,U0186,3.3,420000
MAG Asuransi All risk,Kendaraan,P0764,U0008,4,2316000
Alliannz Asuransi TLO,Kendaraan,P0765,U0051,2.9,466800
Allianz Asuransi All risk,Kendaraan,P0766,U0161,3.9,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0767,U0039,3.9,432000
Tokio Marine Asuransi All risk,Kendaraan,P0768,U0180,4.8,2460000
Insureka Asuransi Mobil,Kendaraan,P0769,U0044,4.2,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0770,U0110,5,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0771,U0003,3.7,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0772,U0176,4.2,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0773,U0056,3.4,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0774,U0062,4.6,1030320
ACA Otomate,Kendaraan,P0775,U0024,4.3,366000
ACA Otomate Smart,Kendaraan,P0776,U0165,3.9,306000
ACA Otomate Solitaire,Kendaraan,P0777,U0017,4.4,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0778,U0200,4.6,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0779,U0131,4.3,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0780,U0158,3.6,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0781,U0134,4.5,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0782,U0154,3.6,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0783,U0016,4.5,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0784,U0187,3.8,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0785,U0106,4.6,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0786,U0180,2.8,3377700
MAG Asuransi TLO,Kendaraan,P0787,U0047,4.2,420000
MAG Asuransi All risk,Kendaraan,P0788,U0162,3.6,2316000
Alliannz Asuransi TLO,Kendaraan,P0789,U0036,4.3,466800
Allianz Asuransi All risk,Kendaraan,P0790,U0126,2.8,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0791,U0181,4.4,432000
Tokio Marine Asuransi All risk,Kendaraan,P0792,U0166,3.7,2460000
Insureka Asuransi Mobil,Kendaraan,P0793,U0061,3.7,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0794,U0177,4.6,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0795,U0109,4.4,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0796,U0084,3.1,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0797,U0081,4.5,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0798,U0030,3.1,1030320
ACA Otomate,Kendaraan,P0799,U0136,3.1,366000
ACA Otomate Smart,Kendaraan,P0800,U0066,3.6,306000
ACA Otomate Solitaire,Kendaraan,P0801,U0200,3.3,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0802,U0164,4,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0803,U0193,2.6,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0804,U0122,3.4,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0805,U0195,4.3,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0806,U0115,4.3,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0807,U0168,3.3,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0808,U0180,3.7,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0809,U0064,3.5,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0810,U0044,4.9,3377700
MAG Asuransi TLO,Kendaraan,P0811,U0098,3.4,420000
MAG Asuransi All risk,Kendaraan,P0812,U0025,3.8,2316000
Alliannz Asuransi TLO,Kendaraan,P0813,U0018,4.5,466800
Allianz Asuransi All risk,Kendaraan,P0814,U0108,3.7,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0815,U0148,4.1,432000
Tokio Marine Asuransi All risk,Kendaraan,P0816,U0013,3.4,2460000
Insureka Asuransi Mobil,Kendaraan,P0817,U0193,3.5,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0818,U0020,4.4,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0819,U0192,3.2,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0820,U0107,3.8,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0821,U0190,4.3,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0822,U0034,3.9,1030320
ACA Otomate,Kendaraan,P0823,U0077,3.7,366000
ACA Otomate Smart,Kendaraan,P0824,U0188,4,306000
ACA Otomate Solitaire,Kendaraan,P0825,U0093,3.6,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0826,U0197,4.9,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0827,U0173,5,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0828,U0004,5,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0829,U0200,5,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0830,U0144,3.6,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0831,U0140,5,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0832,U0068,4,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0833,U0128,4.9,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0834,U0101,4.9,3377700
MAG Asuransi TLO,Kendaraan,P0835,U0107,3.8,420000
MAG Asuransi All risk,Kendaraan,P0836,U0197,2.4,2316000
Alliannz Asuransi TLO,Kendaraan,P0837,U0064,5,466800
Allianz Asuransi All risk,Kendaraan,P0838,U0063,3.8,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0839,U0032,4.4,432000
Tokio Marine Asuransi All risk,Kendaraan,P0840,U0007,3.7,2460000
Insureka Asuransi Mobil,Kendaraan,P0841,U0073,3.9,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0842,U0149,3.9,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0843,U0072,4.3,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0844,U0093,4,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0845,U0143,2.7,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0846,U0155,3.2,1030320
ACA Otomate,Kendaraan,P0847,U0093,4.6,366000
ACA Otomate Smart,Kendaraan,P0848,U0022,4.5,306000
ACA Otomate Solitaire,Kendaraan,P0849,U0092,4.6,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0850,U0031,3.9,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0851,U0033,4.6,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0852,U0067,4.2,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0853,U0098,4.1,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0854,U0018,3.5,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0855,U0035,4.4,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0856,U0171,5,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0857,U0076,3.6,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0858,U0052,5,3377700
MAG Asuransi TLO,Kendaraan,P0859,U0164,3.5,420000
MAG Asuransi All risk,Kendaraan,P0860,U0007,3.1,2316000
Alliannz Asuransi TLO,Kendaraan,P0861,U0123,5,466800
Allianz Asuransi All risk,Kendaraan,P0862,U0147,4.6,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0863,U0184,4.7,432000
Tokio Marine Asuransi All risk,Kendaraan,P0864,U0123,3.1,2460000
Insureka Asuransi Mobil,Kendaraan,P0865,U0015,4.3,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0866,U0125,4.6,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0867,U0112,4.4,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0868,U0120,4.8,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0869,U0198,4.2,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0870,U0103,4.3,1030320
ACA Otomate,Kendaraan,P0871,U0161,4.2,366000
ACA Otomate Smart,Kendaraan,P0872,U0112,5,306000
ACA Otomate Solitaire,Kendaraan,P0873,U0076,4.2,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0874,U0129,4.7,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0875,U0191,2.6,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0876,U0015,4,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0877,U0112,4.1,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0878,U0198,2.6,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0879,U0184,2.9,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0880,U0176,3.6,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0881,U0057,5,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0882,U0178,3.7,3377700
MAG Asuransi TLO,Kendaraan,P0883,U0016,4.1,420000
MAG Asuransi All risk,Kendaraan,P0884,U0003,4.5,2316000
Alliannz Asuransi TLO,Kendaraan,P0885,U0128,4.6,466800
Allianz Asuransi All risk,Kendaraan,P0886,U0154,4.1,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0887,U0014,2.4,432000
Tokio Marine Asuransi All risk,Kendaraan,P0888,U0163,3.4,2460000
Insureka Asuransi Mobil,Kendaraan,P0889,U0170,3.3,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0890,U0065,3.6,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0891,U0097,3.5,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0892,U0157,3.3,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0893,U0132,4,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0894,U0171,5,1030320
ACA Otomate,Kendaraan,P0895,U0050,5,366000
ACA Otomate Smart,Kendaraan,P0896,U0104,3.9,306000
ACA Otomate Solitaire,Kendaraan,P0897,U0053,4.6,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0898,U0130,4.4,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0899,U0122,4.7,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0900,U0152,4.3,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0901,U0197,3.4,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0902,U0086,4.1,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0903,U0025,4.2,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0904,U0106,2.9,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0905,U0182,4.2,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0906,U0130,4.7,3377700
MAG Asuransi TLO,Kendaraan,P0907,U0118,3.8,420000
MAG Asuransi All risk,Kendaraan,P0908,U0186,3.7,2316000
Alliannz Asuransi TLO,Kendaraan,P0909,U0060,4,466800
Allianz Asuransi All risk,Kendaraan,P0910,U0114,4.3,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0911,U0027,4.3,432000
Tokio Marine Asuransi All risk,Kendaraan,P0912,U0083,3.4,2460000
Insureka Asuransi Mobil,Kendaraan,P0913,U0060,5,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0914,U0103,5,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0915,U0128,4.5,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0916,U0122,4.8,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0917,U0112,3,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0918,U0189,3.1,1030320
ACA Otomate,Kendaraan,P0919,U0089,4.6,366000
ACA Otomate Smart,Kendaraan,P0920,U0006,4.3,306000
ACA Otomate Solitaire,Kendaraan,P0921,U0140,3.6,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0922,U0157,3.8,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0923,U0019,4.3,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0924,U0110,4.4,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0925,U0111,4.6,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0926,U0046,4.2,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0927,U0058,5,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0928,U0153,4.9,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0929,U0020,2.5,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0930,U0085,3.4,3377700
MAG Asuransi TLO,Kendaraan,P0931,U0135,4.5,420000
MAG Asuransi All risk,Kendaraan,P0932,U0171,4.6,2316000
Alliannz Asuransi TLO,Kendaraan,P0933,U0034,3.8,466800
Allianz Asuransi All risk,Kendaraan,P0934,U0155,4.1,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0935,U0018,3.7,432000
Tokio Marine Asuransi All risk,Kendaraan,P0936,U0122,3.1,2460000
Insureka Asuransi Mobil,Kendaraan,P0937,U0001,3.1,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0938,U0131,4.1,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0939,U0199,4.3,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0940,U0079,5,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0941,U0148,4.4,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0942,U0029,4.9,1030320
ACA Otomate,Kendaraan,P0943,U0175,2.6,366000
ACA Otomate Smart,Kendaraan,P0944,U0059,3.4,306000
ACA Otomate Solitaire,Kendaraan,P0945,U0157,4,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0946,U0185,3.7,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0947,U0183,4.2,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0948,U0198,4.3,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0949,U0130,4.8,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0950,U0038,4.1,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0951,U0028,4.7,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0952,U0197,5,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0953,U0167,4.4,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0954,U0152,3.1,3377700
MAG Asuransi TLO,Kendaraan,P0955,U0126,4.5,420000
MAG Asuransi All risk,Kendaraan,P0956,U0108,3.9,2316000
Alliannz Asuransi TLO,Kendaraan,P0957,U0199,4.1,466800
Allianz Asuransi All risk,Kendaraan,P0958,U0126,4.2,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0959,U0187,3.4,432000
Tokio Marine Asuransi All risk,Kendaraan,P0960,U0197,3.6,2460000
Insureka Asuransi Mobil,Kendaraan,P0961,U0094,3.1,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0962,U0105,3.3,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0963,U0123,4,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0964,U0102,4.4,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0965,U0096,3.8,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0966,U0071,4.2,1030320
ACA Otomate,Kendaraan,P0967,U0155,3.4,366000
ACA Otomate Smart,Kendaraan,P0968,U0028,5,306000
ACA Otomate Solitaire,Kendaraan,P0969,U0083,4.6,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0970,U0013,3.3,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0971,U0186,3,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0972,U0173,5,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0973,U0168,4.1,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0974,U0060,3.2,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0975,U0158,4,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0976,U0100,4.4,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0977,U0062,5,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0978,U0031,4.4,3377700
MAG Asuransi TLO,Kendaraan,P0979,U0082,4.6,420000
MAG Asuransi All risk,Kendaraan,P0980,U0099,4.6,2316000
Alliannz Asuransi TLO,Kendaraan,P0981,U0109,3.9,466800
Allianz Asuransi All risk,Kendaraan,P0982,U0152,5,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0983,U0198,4.2,432000
Tokio Marine Asuransi All risk,Kendaraan,P0984,U0054,4.7,2460000
Insureka Asuransi Mobil,Kendaraan,P0985,U0095,3.8,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0986,U0107,4.8,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0987,U0151,3.7,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0988,U0154,2.9,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0989,U0102,2.7,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0990,U0129,3.8,1030320
ACA Otomate,Kendaraan,P0991,U0102,3.8,366000
ACA Otomate Smart,Kendaraan,P0992,U0085,4.7,306000
ACA Otomate Solitaire,Kendaraan,P0993,U0117,4.6,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0994,U0174,4,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0995,U0083,4.2,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0996,U0073,3.2,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0997,U0086,4.2,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0998,U0154,4.4,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0999,U0154,4.7,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P1000,U0078,3.6,2100000
